Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,144.14999389648438,151.0,144.14999389648438,149.4499969482422,134.5253143310547,229541
2017-01-03,149.3000030517578,150.35000610351562,145.5,148.1999969482422,133.400146484375,47831
2017-01-04,149.0,149.0,145.10000610351562,146.0500030517578,131.46485900878906,47935
2017-01-05,146.39999389648438,148.64999389648438,145.60000610351562,146.89999389648438,132.22994995117188,28536
2017-01-06,146.1999969482422,148.4499969482422,143.0500030517578,143.6999969482422,129.34951782226562,33440
2017-01-09,145.0,148.0,144.60000610351562,146.14999389648438,131.5548858642578,36316
2017-01-10,145.10000610351562,146.8000030517578,143.35000610351562,144.4499969482422,130.0246124267578,13576
2017-01-11,144.6999969482422,153.0,144.6999969482422,149.89999389648438,134.9303741455078,108987
2017-01-12,150.5,151.0,147.10000610351562,148.75,133.89523315429688,41491
2017-01-13,148.0500030517578,155.5,146.5500030517578,152.89999389648438,137.6307830810547,158952
2017-01-16,153.8000030517578,154.89999389648438,151.39999389648438,152.64999389648438,137.40573120117188,54735
2017-01-17,152.3000030517578,153.64999389648438,149.10000610351562,151.1999969482422,136.10055541992188,29621
2017-01-18,152.0,157.89999389648438,150.75,155.39999389648438,139.881103515625,133214
2017-01-19,155.9499969482422,156.4499969482422,151.25,153.8000030517578,138.44091796875,27226
2017-01-20,154.5,156.8000030517578,150.0,151.4499969482422,136.32557678222656,65253
2017-01-23,152.64999389648438,155.0,148.10000610351562,152.0500030517578,136.8656768798828,25211
2017-01-24,152.6999969482422,157.0,151.89999389648438,153.8000030517578,138.44091796875,65822
2017-01-25,153.5500030517578,155.60000610351562,152.10000610351562,154.39999389648438,138.98098754882812,29407
2017-01-27,154.64999389648438,155.89999389648438,152.4499969482422,152.89999389648438,137.6307830810547,33035
2017-01-30,151.1999969482422,168.0,151.1999969482422,160.89999389648438,144.8318634033203,642606
2017-01-31,160.0,164.25,154.0,157.3000030517578,141.59140014648438,109741
2017-02-01,158.60000610351562,164.6999969482422,153.14999389648438,163.85000610351562,147.4873046875,186968
2017-02-02,164.0,170.75,161.3000030517578,167.8000030517578,151.0428009033203,251032
2017-02-03,169.3000030517578,183.6999969482422,168.64999389648438,177.3000030517578,159.59410095214844,1116612
2017-02-06,178.5,180.5,172.0500030517578,173.25,155.94854736328125,285884
2017-02-07,173.25,179.6999969482422,172.64999389648438,177.9499969482422,160.17919921875,285440
2017-02-08,177.0,179.0,170.35000610351562,172.9499969482422,155.67849731445312,89634
2017-02-09,173.75,178.8000030517578,170.6999969482422,175.35000610351562,157.83883666992188,138278
2017-02-10,176.5,180.0,170.1999969482422,172.39999389648438,155.18344116210938,129795
2017-02-13,175.89999389648438,176.0,171.0,172.4499969482422,155.22845458984375,128752
2017-02-14,173.0,178.9499969482422,172.0,178.0500030517578,160.2692108154297,196853
2017-02-15,181.9499969482422,181.9499969482422,173.10000610351562,174.14999389648438,156.75868225097656,304077
2017-02-16,174.35000610351562,186.5,173.0,181.89999389648438,163.73472595214844,574871
2017-02-17,182.10000610351562,184.0,179.10000610351562,180.0500030517578,162.06948852539062,157051
2017-02-20,181.0,184.0,178.9499969482422,180.0,162.02447509765625,96666
2017-02-21,181.14999389648438,181.85000610351562,176.85000610351562,177.89999389648438,160.13418579101562,68282
2017-02-22,177.8000030517578,180.10000610351562,174.60000610351562,175.35000610351562,157.83883666992188,72436
2017-02-23,175.9499969482422,179.8000030517578,175.0,175.60000610351562,158.0638885498047,62162
2017-02-27,175.60000610351562,178.0,175.10000610351562,176.25,158.64895629882812,53863
2017-02-28,177.4499969482422,181.89999389648438,175.5500030517578,179.89999389648438,161.9344482421875,145401
2017-03-01,181.3000030517578,187.8000030517578,180.89999389648438,183.3000030517578,164.9949188232422,308649
2017-03-02,184.6999969482422,193.8000030517578,180.3000030517578,182.85000610351562,164.58984375,428844
2017-03-03,183.0,191.89999389648438,182.0,189.6999969482422,170.75576782226562,276694
2017-03-06,190.6999969482422,191.8000030517578,186.10000610351562,189.5,170.5757598876953,150233
2017-03-07,190.5,191.39999389648438,186.25,187.1999969482422,168.5054473876953,70751
2017-03-08,187.60000610351562,203.6999969482422,182.9499969482422,195.64999389648438,176.11158752441406,825319
2017-03-09,194.39999389648438,199.5,191.10000610351562,192.8000030517578,173.54620361328125,215071
2017-03-10,194.5,196.5,187.5500030517578,188.60000610351562,169.76564025878906,106899
2017-03-14,192.6999969482422,194.0,189.0,189.64999389648438,170.71078491210938,85495
2017-03-15,190.60000610351562,195.0,188.5,189.9499969482422,170.98081970214844,129011
2017-03-16,191.14999389648438,192.8000030517578,189.0,190.5500030517578,171.52090454101562,76608
2017-03-17,190.89999389648438,195.0,189.0,192.60000610351562,173.36618041992188,178735
2017-03-20,194.5500030517578,202.3000030517578,194.1999969482422,194.85000610351562,175.39149475097656,172780
2017-03-21,196.3000030517578,202.9499969482422,194.0,200.8000030517578,180.74729919433594,266137
2017-03-22,199.0,211.14999389648438,198.0,204.25,183.85276794433594,687271
2017-03-23,206.0,210.8000030517578,205.25,206.9499969482422,186.2831268310547,216974
2017-03-24,207.0,218.75,206.9499969482422,211.85000610351562,190.6938018798828,454415
2017-03-27,212.25,212.3000030517578,206.3000030517578,207.35000610351562,186.6431884765625,99854
2017-03-28,208.5,211.0,202.1999969482422,203.0,182.72756958007812,124574
2017-03-29,203.5,206.0,198.0,200.3000030517578,180.2972412109375,148475
2017-03-30,201.35000610351562,210.8000030517578,201.25,207.4499969482422,186.7332000732422,226136
2017-03-31,208.60000610351562,208.6999969482422,203.0500030517578,204.0,183.62771606445312,80047
2017-04-03,205.64999389648438,209.6999969482422,203.5500030517578,208.10000610351562,187.3182830810547,165562
2017-04-05,208.64999389648438,218.75,205.5,215.60000610351562,194.06932067871094,263587
2017-04-06,216.5,224.8000030517578,216.0,220.8000030517578,198.75001525878906,360178
2017-04-07,219.0,222.0,213.0500030517578,214.5500030517578,193.12416076660156,149499
2017-04-10,215.64999389648438,221.60000610351562,215.0,219.0,197.12977600097656,133571
2017-04-11,219.9499969482422,222.35000610351562,214.5,216.5500030517578,194.9244384765625,100235
2017-04-12,217.60000610351562,220.0500030517578,211.0500030517578,216.6999969482422,195.0594482421875,141459
2017-04-13,217.6999969482422,219.0,212.5500030517578,213.35000610351562,192.04400634765625,105066
2017-04-17,214.3000030517578,224.0,212.60000610351562,220.8000030517578,198.75001525878906,238872
2017-04-18,223.1999969482422,228.14999389648438,217.60000610351562,218.4499969482422,196.63470458984375,160983
2017-04-19,217.5,222.9499969482422,215.5,218.5500030517578,196.72471618652344,130202
2017-04-20,219.25,231.8000030517578,218.60000610351562,229.0500030517578,206.17613220214844,334355
2017-04-21,230.89999389648438,233.89999389648438,226.39999389648438,227.75,205.00596618652344,134633
2017-04-24,228.35000610351562,233.89999389648438,223.1999969482422,224.4499969482422,202.03550720214844,158048
2017-04-25,226.5,229.1999969482422,222.0500030517578,223.0,200.73033142089844,70251
2017-04-26,224.6999969482422,227.39999389648438,216.8000030517578,219.75,197.80487060546875,90554
2017-04-27,221.0500030517578,226.9499969482422,218.5500030517578,219.60000610351562,197.66986083984375,64696
2017-04-28,219.0,221.75,215.60000610351562,216.5,194.8794403076172,76194
