SLNO,NAME,CODE,YCODE
1287,Setubandhan Infrastructure Limited,SETUINFRA,SETUINFRA.NS
1288,Seya Industries Limited,SEYAIND,SEYAIND.NS
1289,Sezal Glass Limited,SEZAL,SEZAL.NS
1290,Sheela Foam Limited,SFL,SFL.NS
1291,STL Global Limited,SGL,SGL.NS
1292,Shah Alloys Limited,SHAHALLOYS,SHAHALLOYS.NS
1293,Shakti Pumps (India) Limited,SHAKTIPUMP,SHAKTIPUMP.NS
1294,Shalby Limited,SHALBY,SHALBY.NS
1295,Shalimar Paints Limited,SHALPAINTS,SHALPAINTS.NS
1296,Shankara Building Products Limited,SHANKARA,SHANKARA.NS
1297,Shanthi Gears Limited,SHANTIGEAR,SHANTIGEAR.NS
1298,Sharda Cropchem Limited,SHARDACROP,SHARDACROP.NS
1299,Sharda Motor Industries Limited,SHARDAMOTR,SHARDAMOTR.NS
1300,Shemaroo Entertainment Limited,SHEMAROO,SHEMAROO.NS
1301,Shilpa Medicare Limited,SHILPAMED,SHILPAMED.NS
1302,Shirpur Gold Refinery Limited,SHIRPUR-G,SHIRPUR-G.NS
1303,Shivam Autotech Limited,SHIVAMAUTO,SHIVAMAUTO.NS
1304,Shiva Mills Limited,SHIVAMILLS,SHIVAMILLS.NS
1305,Shiva Texyarn Limited,SHIVATEX,SHIVATEX.NS
1306,S H Kelkar and Company Limited,SHK,SHK.NS
1307,Shoppers Stop Limited,SHOPERSTOP,SHOPERSTOP.NS
1308,Shree Digvijay Cement Co.Ltd,SHREDIGCEM,SHREDIGCEM.NS
1309,SHREE CEMENT LIMITED,SHREECEM,SHREECEM.NS
1310,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK,SHREEPUSHK.NS
1311,Shree Rama Multi-Tech Limited,SHREERAMA,SHREERAMA.NS
1312,Shrenik Limited,SHRENIK,SHRENIK.NS
1313,Shreyans Industries Limited,SHREYANIND,SHREYANIND.NS
1314,Shreyas Shipping & Logistics Limited,SHREYAS,SHREYAS.NS
1315,Shriram Pistons & Rings Limited,SHRIPISTON,SHRIPISTON.NS
1316,Shriram City Union Finance Limited,SHRIRAMCIT,SHRIRAMCIT.NS
1317,Shriram EPC Limited,SHRIRAMEPC,SHRIRAMEPC.NS
1318,Shyam Century Ferrous Limited,SHYAMCENT,SHYAMCENT.NS
1319,Shyam Telecom Limited,SHYAMTEL,SHYAMTEL.NS
1320,Sicagen India Limited,SICAGEN,SICAGEN.NS
1321,Sical Logistics Limited,SICAL,SICAL.NS
1322,Siemens Limited,SIEMENS,SIEMENS.NS
1323,Signet Industries Limited,SIGIND,SIGIND.NS
1324,Standard Industries Limited,SIL,SIL.NS
1325,SIL Investments Limited,SILINV,SILINV.NS
1326,Simbhaoli Sugars Limited,SIMBHALS,SIMBHALS.NS
1327,Simplex Infrastructures Limited,SIMPLEXINF,SIMPLEXINF.NS
1328,Sintex Industries Limited,SINTEX,SINTEX.NS
1329,Sirca Paints India Limited,SIRCA,SIRCA.NS
1330,Security and Intelligence Services (India) Limited,SIS,SIS.NS
1331,Siti Networks Limited,SITINET,SITINET.NS
1332,Siyaram Silk Mills Limited,SIYSIL,SIYSIL.NS
1333,SJVN Limited,SJVN,SJVN.NS
1334,SKF India Limited,SKFINDIA,SKFINDIA.NS
1335,SKIL Infrastructure Limited,SKIL,SKIL.NS
1336,Skipper Limited,SKIPPER,SKIPPER.NS
1337,SKM Egg Products Export (India) Limited,SKMEGGPROD,SKMEGGPROD.NS
1338,Smartlink Holdings Limited,SMARTLINK,SMARTLINK.NS
1339,SML Isuzu Limited,SMLISUZU,SMLISUZU.NS
1340,Splendid Metal Products Limited,SMPL,SMPL.NS
1341,SMS Lifesciences India Limited,SMSLIFE,SMSLIFE.NS
1342,SMS Pharmaceuticals Limited,SMSPHARMA,SMSPHARMA.NS
1343,Snowman Logistics Limited,SNOWMAN,SNOWMAN.NS
1344,Sobha Limited,SOBHA,SOBHA.NS
1345,Solara Active Pharma Sciences Limited,SOLARA,SOLARA.NS
1346,Solar Industries India Limited,SOLARINDS,SOLARINDS.NS
1347,Somany Ceramics Limited,SOMANYCERA,SOMANYCERA.NS
1348,Soma Textiles & Industries Limited,SOMATEX,SOMATEX.NS
1349,Somi Conveyor Beltings Limited,SOMICONVEY,SOMICONVEY.NS
1350,Sonata Software Limited,SONATSOFTW,SONATSOFTW.NS
1351,SORIL Infra Resources Limited,SORILINFRA,SORILINFRA.NS
1352,Savita Oil Technologies Limited,SOTL,SOTL.NS
1353,The South Indian Bank Limited,SOUTHBANK,SOUTHBANK.NS
1354,South West Pinnacle Exploration Limited,SOUTHWEST,SOUTHWEST.NS
1355,S. P. Apparels Limited,SPAL,SPAL.NS
1356,Spandana Sphoorty Financial Limited,SPANDANA,SPANDANA.NS
1357,Sun Pharma Advanced Research Company Limited,SPARC,SPARC.NS
1358,Spacenet Enterprises India Limited,SPCENET,SPCENET.NS
1359,Speciality Restaurants Limited,SPECIALITY,SPECIALITY.NS
1360,Spencer s Retail Limited,SPENCERS,SPENCERS.NS
1361,Spentex Industries Limited,SPENTEX,SPENTEX.NS
1362,Southern Petrochemicals Industries Corporation  Limited,SPIC,SPIC.NS
1363,SPICEJET LTD,SPICEJET,SPICEJET.NS
1364,SPL Industries Limited,SPLIL,SPLIL.NS
1365,SPML Infra Limited,SPMLINFRA,SPMLINFRA.NS
1366,Sintex Plastics Technology Limited,SPTL,SPTL.NS
1367,Shekhawati Poly-Yarn Limited,SPYL,SPYL.NS
1368,Sreeleathers Limited,SREEL,SREEL.NS
1369,SREI Infrastructure Finance Limited,SREINFRA,SREINFRA.NS
1370,SRF Limited,SRF,SRF.NS
1371,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SRHHYPOLTD.NS
1372,Srikalahasthi Pipes Limited,SRIPIPES,SRIPIPES.NS
1373,Shriram Transport Finance Company Limited,SRTRANSFIN,SRTRANSFIN.NS
1374,Steel Strips Wheels Limited,SSWL,SSWL.NS
1375,Stampede Capital Limited,STAMPEDE,STAMPEDE.NS
1376,Strides Pharma Science Limited,STAR,STAR.NS
1377,Star Cement Limited,STARCEMENT,STARCEMENT.NS
1378,Star Paper Mills Limited,STARPAPER,STARPAPER.NS
1379,The State Trading Corporation of India Limited,STCINDIA,STCINDIA.NS
1380,Steel City Securities Limited,STEELCITY,STEELCITY.NS
1381,STEEL EXCHANGE INDIA LIMITED,STEELXIND,STEELXIND.NS
1382,Stel Holdings Limited,STEL,STEL.NS
1383,Sterling Tools Limited,STERTOOLS,STERTOOLS.NS
1384,STI India Limited,STINDIA,STINDIA.NS
1385,Sterlite Technologies Limited,STRTECH,STRTECH.NS
1386,International Constructions Limited,SUBCAPCITY,SUBCAPCITY.NS
1387,Subex Limited,SUBEX,SUBEX.NS
1388,Subros Limited,SUBROS,SUBROS.NS
1389,Sudarshan Chemical Industries Limited,SUDARSCHEM,SUDARSCHEM.NS
1390,Sujana Universal Industries Limited,SUJANAUNI,SUJANAUNI.NS
1391,Sumeet Industries Limited,SUMEETINDS,SUMEETINDS.NS
1392,Sumit Woods Limited,SUMIT,SUMIT.NS
1393,Summit Securities Limited,SUMMITSEC,SUMMITSEC.NS
1394,Sundaram Clayton Limited,SUNCLAYLTD,SUNCLAYLTD.NS
1395,Sundaram Multi Pap Limited,SUNDARAM,SUNDARAM.NS
1396,Sundaram Finance Limited,SUNDARMFIN,SUNDARMFIN.NS
1397,Sundaram Finance Holdings Limited,SUNDARMHLD,SUNDARMHLD.NS
1398,Sundaram Brake Linings Limited,SUNDRMBRAK,SUNDRMBRAK.NS
1399,Sundram Fasteners Limited,SUNDRMFAST,SUNDRMFAST.NS
1400,Sunflag Iron And Steel Company Limited,SUNFLAG,SUNFLAG.NS
1401,Sun Pharmaceutical Industries Limited,SUNPHARMA,SUNPHARMA.NS
1402,Sunteck Realty Limited,SUNTECK,SUNTECK.NS
1403,Sun TV Network Limited,SUNTV,SUNTV.NS
1404,Superhouse Limited,SUPERHOUSE,SUPERHOUSE.NS
1405,Super Spinning Mills Limited,SUPERSPIN,SUPERSPIN.NS
1406,Supreme Petrochem Limited,SUPPETRO,SUPPETRO.NS
1407,Suprajit Engineering Limited,SUPRAJIT,SUPRAJIT.NS
1408,Supreme Industries Limited,SUPREMEIND,SUPREMEIND.NS
1409,Supreme Infrastructure India Limited,SUPREMEINF,SUPREMEINF.NS
1410,Surana Solar Limited,SURANASOL,SURANASOL.NS
1411,Surana Telecom and Power Limited,SURANAT&P,SURANAT&P.NS
1412,Suryalakshmi Cotton Mills Limited,SURYALAXMI,SURYALAXMI.NS
1413,Surya Roshni Limited,SURYAROSNI,SURYAROSNI.NS
1414,Sutlej Textiles and Industries Limited,SUTLEJTEX,SUTLEJTEX.NS
1415,Suven Life Sciences Limited,SUVEN,SUVEN.NS
1416,Suzlon Energy Limited,SUZLON,SUZLON.NS
1417,Swan Energy Limited,SWANENERGY,SWANENERGY.NS
1418,Swaraj Engines Limited,SWARAJENG,SWARAJENG.NS
1419,Swelect Energy Systems Limited,SWELECTES,SWELECTES.NS
1420,Sterling And Wilson Solar Limited,SWSOLAR,SWSOLAR.NS
1421,Symphony Limited,SYMPHONY,SYMPHONY.NS
1422,Syncom Healthcare Limited,SYNCOM,SYNCOM.NS
1423,Syndicate Bank,SYNDIBANK,SYNDIBANK.NS
1424,Syngene International Limited,SYNGENE,SYNGENE.NS
1425,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,TAINWALCHM.NS
1426,Taj GVK Hotels & Resorts Limited,TAJGVK,TAJGVK.NS
1427,Take Solutions Limited,TAKE,TAKE.NS
1428,Talbros Automotive Components Limited,TALBROAUTO,TALBROAUTO.NS
1429,Talwalkars Better Value Fitness Limited,TALWALKARS,TALWALKARS.NS
1430,Talwalkars Healthclubs Limited,TALWGYM,TALWGYM.NS
1431,Tanla Solutions Limited,TANLA,TANLA.NS
1432,Tantia Constructions Limited,TANTIACONS,TANTIACONS.NS
1433,Tarapur Transformers Limited,TARAPUR,TARAPUR.NS
1434,Tarmat Limited,TARMAT,TARMAT.NS
1435,Tasty Bite Eatables Limited,TASTYBITE,TASTYBITE.NS
1436,Tata Chemicals Limited,TATACHEM,TATACHEM.NS
1437,Tata Coffee Limited,TATACOFFEE,TATACOFFEE.NS
1438,Tata Communications Limited,TATACOMM,TATACOMM.NS
1439,Tata Elxsi Limited,TATAELXSI,TATAELXSI.NS
1440,Tata Global Beverages Limited,TATAGLOBAL,TATAGLOBAL.NS
1441,Tata Investment Corporation Limited,TATAINVEST,TATAINVEST.NS
1442,Tata Metaliks Limited,TATAMETALI,TATAMETALI.NS
1443,Tata Motors Limited,TATAMOTORS,TATAMOTORS.NS
1444,Tata Motors Limited,TATAMTRDVR,TATAMTRDVR.NS
1445,Tata Power Company Limited,TATAPOWER,TATAPOWER.NS
1446,Tata Steel Limited,TATASTEEL,TATASTEEL.NS
1447,Tata Steel Bsl Limited,TATASTLBSL,TATASTLBSL.NS
1448,Tata Steel Long Products Limited,TATASTLLP,TATASTLLP.NS
1449,Tribhovandas Bhimji Zaveri Limited,TBZ,TBZ.NS
1450,Transport Corporation of India Limited,TCI,TCI.NS
1451,TCI Developers Limited,TCIDEVELOP,TCIDEVELOP.NS
1452,TCI Express Limited,TCIEXP,TCIEXP.NS
1453,TCI Finance Limited,TCIFINANCE,TCIFINANCE.NS
1454,TCNS Clothing Co. Limited,TCNSBRANDS,TCNSBRANDS.NS
1455,TCPL Packaging Limited,TCPLPACK,TCPLPACK.NS
1456,Tata Consultancy Services Limited,TCS,TCS.NS
1457,TD Power Systems Limited,TDPOWERSYS,TDPOWERSYS.NS
1458,Teamlease Services Limited,TEAMLEASE,TEAMLEASE.NS
1459,Techindia Nirman Limited,TECHIN,TECHIN.NS
1460,Tech Mahindra Limited,TECHM,TECHM.NS
1461,Techno Electric & Engineering Company Limited,TECHNOE,TECHNOE.NS
1462,Technofab Engineering Limited,TECHNOFAB,TECHNOFAB.NS
1463,Tejas Networks Limited,TEJASNET,TEJASNET.NS
1464,Tera Software Limited,TERASOFT,TERASOFT.NS
1465,Texmaco Infrastructure & Holdings Limited,TEXINFRA,TEXINFRA.NS
1466,Texmo Pipes and Products Limited,TEXMOPIPES,TEXMOPIPES.NS
1467,Texmaco Rail & Engineering Limited,TEXRAIL,TEXRAIL.NS
1468,Texmaco Rail & Engineering Limited,TEXRAIL,TEXRAIL.NS
1469,Tourism Finance Corporation of India Limited,TFCILTD,TFCILTD.NS
1470,Transwarranty Finance Limited,TFL,TFL.NS
1471,TGB Banquets And Hotels Limited,TGBHOTELS,TGBHOTELS.NS
1472,TGB Banquets And Hotels Limited,TGBHOTELS,TGBHOTELS.NS
1473,Thangamayil Jewellery Limited,THANGAMAYL,THANGAMAYL.NS
1474,The Investment Trust Of India Limited,THEINVEST,THEINVEST.NS
1475,Themis Medicare Limited,THEMISMED,THEMISMED.NS
1476,Thermax Limited,THERMAX,THERMAX.NS
1477,Thiru Arooran Sugars Limited,THIRUSUGAR,THIRUSUGAR.NS
1478,Thomas Cook  (India)  Limited,THOMASCOOK,THOMASCOOK.NS
1479,Thomas Scott (India) Limited,THOMASCOTT,THOMASCOTT.NS
1480,Thyrocare Technologies Limited,THYROCARE,THYROCARE.NS
1481,Tilaknagar Industries Limited,TI,TI.NS
1482,Tide Water Oil Company (India) Limited,TIDEWATER,TIDEWATER.NS
1483,Technocraft Industries (India) Limited,TIIL,TIIL.NS
1484,Tube Investments of India Limited,TIINDIA,TIINDIA.NS
1485,Tijaria Polypipes Limited,TIJARIA,TIJARIA.NS
1486,TIL Limited,TIL,TIL.NS
1487,Times Guaranty Limited,TIMESGTY,TIMESGTY.NS
1488,Time Technoplast Limited,TIMETECHNO,TIMETECHNO.NS
1489,Timken India Limited,TIMKEN,TIMKEN.NS
1490,The Tinplate Company of India Limited,TINPLATE,TINPLATE.NS
1491,TIPS Industries Limited,TIPSINDLTD,TIPSINDLTD.NS
1492,Thirumalai Chemicals Limited,TIRUMALCHM,TIRUMALCHM.NS
1493,Titan Company Limited,TITAN,TITAN.NS
1494,The Mandhana Retail Ventures Limited,TMRVL,TMRVL.NS
1495,Tamilnadu PetroProducts Limited,TNPETRO,TNPETRO.NS
1496,Tamil Nadu Newsprint & Papers Limited,TNPL,TNPL.NS
1497,Tamilnadu Telecommunication Limited,TNTELE,TNTELE.NS
1498,Tokyo Plast International Limited,TOKYOPLAST,TOKYOPLAST.NS
1499,Torrent Pharmaceuticals Limited,TORNTPHARM,TORNTPHARM.NS
1500,Torrent Power Limited,TORNTPOWER,TORNTPOWER.NS
1501,TPL Plastech Limited,TPLPLASTEH,TPLPLASTEH.NS
1502,Tree House Education & Accessories Limited,TREEHOUSE,TREEHOUSE.NS
1503,TREJHARA SOLUTIONS LIMITED,TREJHARA,TREJHARA.NS
1504,Trent Limited,TRENT,TRENT.NS
1505,TRF Limited,TRF,TRF.NS
1506,Trident Limited,TRIDENT,TRIDENT.NS
1507,Trigyn Technologies Limited,TRIGYN,TRIGYN.NS
1508,Transformers And Rectifiers (India) Limited,TRIL,TRIL.NS
1509,Triveni Turbine Limited,TRITURBINE,TRITURBINE.NS
1510,Triveni Engineering & Industries Limited,TRIVENI,TRIVENI.NS
1511,TTK Healthcare Limited,TTKHLTCARE,TTKHLTCARE.NS
1512,TTK Prestige Limited,TTKPRESTIG,TTKPRESTIG.NS
1513,T T Limited,TTL,TTL.NS
1514,Tata Teleservices (Maharashtra) Limited,TTML,TTML.NS
1515,TV18 Broadcast Limited,TV18BRDCST,TV18BRDCST.NS
1516,TVS Electronics Limited,TVSELECT,TVSELECT.NS
1517,TVS Motor Company Limited,TVSMOTOR,TVSMOTOR.NS
1518,TVS Srichakra Limited,TVSSRICHAK,TVSSRICHAK.NS
1519,TV Today Network Limited,TVTODAY,TVTODAY.NS
1520,TV Vision Limited,TVVISION,TVVISION.NS
1521,Titagarh Wagons Limited,TWL,TWL.NS
1522,United Breweries Limited,UBL,UBL.NS
1523,Ucal Fuel Systems Limited,UCALFUEL,UCALFUEL.NS
1524,UCO Bank,UCOBANK,UCOBANK.NS
1525,UFLEX Limited,UFLEX,UFLEX.NS
1526,UFO Moviez India Limited,UFO,UFO.NS
1527,The Ugar Sugar Works Limited,UGARSUGAR,UGARSUGAR.NS
1528,Ujaas Energy Limited,UJAAS,UJAAS.NS
1529,Ujjivan Financial Services Limited,UJJIVAN,UJJIVAN.NS
1530,UltraTech Cement Limited,ULTRACEMCO,ULTRACEMCO.NS
1531,Umang Dairies Limited,UMANGDAIRY,UMANGDAIRY.NS
1532,Usha Martin Education & Solutions Limited,UMESLTD,UMESLTD.NS
1533,Unichem Laboratories Limited,UNICHEMLAB,UNICHEMLAB.NS
1534,Uniphos Enterprises Limited,UNIENTER,UNIENTER.NS
1535,Union Bank of India,UNIONBANK,UNIONBANK.NS
1536,Uniply Industries Limited,UNIPLY,UNIPLY.NS
1537,Unitech Limited,UNITECH,UNITECH.NS
1538,United Bank of India,UNITEDBNK,UNITEDBNK.NS
1539,The United Nilgiri Tea Estates Company Limited,UNITEDTEA,UNITEDTEA.NS
1540,Unity Infraprojects Limited,UNITY,UNITY.NS
1541,Universal Cables Limited,UNIVCABLES,UNIVCABLES.NS
1542,UPL Limited,UPL,UPL.NS
1543,Urja Global Limited,URJA,URJA.NS
1544,Usha Martin Limited,USHAMART,USHAMART.NS
1545,Uttam Galva Steels Limited,UTTAMSTL,UTTAMSTL.NS
1546,Uttam Sugar Mills Limited,UTTAMSUGAR,UTTAMSUGAR.NS
1547,Uttam Value Steels Limited,UVSL,UVSL.NS
1548,V2 Retail Limited,V2RETAIL,V2RETAIL.NS
1549,Vadilal Industries Limited,VADILALIND,VADILALIND.NS
1550,Vaibhav Global Limited,VAIBHAVGBL,VAIBHAVGBL.NS
1551,Vakrangee Limited,VAKRANGEE,VAKRANGEE.NS
1552,Vardhman Acrylics Limited,VARDHACRLC,VARDHACRLC.NS
1553,Vardhman Polytex Limited,VARDMNPOLY,VARDMNPOLY.NS
1554,Varroc Engineering Limited,VARROC,VARROC.NS
1555,Vascon Engineers Limited,VASCONEQ,VASCONEQ.NS
1556,Vaswani Industries Limited,VASWANI,VASWANI.NS
1557,Varun Beverages Limited,VBL,VBL.NS
1558,Vedanta Limited,VEDL,VEDL.NS
1559,Venky s (India) Limited,VENKEYS,VENKEYS.NS
1560,Venus Remedies Limited,VENUSREM,VENUSREM.NS
1561,Vesuvius India Limited,VESUVIUS,VESUVIUS.NS
1562,Veto Switchgears And Cables Limited,VETO,VETO.NS
1563,V-Guard Industries Limited,VGUARD,VGUARD.NS
1564,Vardhman Holdings Limited,VHL,VHL.NS
1565,Viceroy Hotels Limited,VICEROY,VICEROY.NS
1566,Videocon Industries Limited,VIDEOIND,VIDEOIND.NS
1567,Vidhi Specialty Food Ingredients Limited,VIDHIING,VIDHIING.NS
1568,Viji Finance Limited,VIJIFIN,VIJIFIN.NS
1569,Vikas EcoTech Limited,VIKASECO,VIKASECO.NS
1570,Vikas Multicorp Limited,VIKASMCORP,VIKASMCORP.NS
1571,Vikas Proppant & Granite Limited,VIKASPROP,VIKASPROP.NS
1572,Vikas WSP Limited,VIKASWSP,VIKASWSP.NS
1573,Vimal Oil & Foods Limited,VIMALOIL,VIMALOIL.NS
1574,Vimta Labs Limited,VIMTALABS,VIMTALABS.NS
1575,Vinati Organics Limited,VINATIORGA,VINATIORGA.NS
1576,Vindhya Telelinks Limited,VINDHYATEL,VINDHYATEL.NS
1577,Vinyl Chemicals (India) Limited,VINYLINDIA,VINYLINDIA.NS
1578,VIP Clothing Limited,VIPCLOTHNG,VIPCLOTHNG.NS
1579,VIP Industries Limited,VIPIND,VIPIND.NS
1580,Vipul Limited,VIPULLTD,VIPULLTD.NS
1581,Visaka Industries Limited,VISAKAIND,VISAKAIND.NS
1582,Visa Steel Limited,VISASTEEL,VISASTEEL.NS
1583,Visesh Infotecnics Limited,VISESHINFO,VISESHINFO.NS
1584,Vishal Fabrics Limited,VISHAL,VISHAL.NS
1585,Vishnu Chemicals Limited,VISHNU,VISHNU.NS
1586,Vishwaraj Sugar Industries Limited,VISHWARAJ,VISHWARAJ.NS
1587,Visagar Polytex Limited,VIVIDHA,VIVIDHA.NS
1588,Vivimed Labs Limited,VIVIMEDLAB,VIVIMEDLAB.NS
1589,VLS Finance Limited,VLSFINANCE,VLSFINANCE.NS
1590,V-Mart Retail Limited,VMART,VMART.NS
1591,Voltamp Transformers Limited,VOLTAMP,VOLTAMP.NS
1592,Voltas Limited,VOLTAS,VOLTAS.NS
1593,VRL Logistics Limited,VRLLOG,VRLLOG.NS
1594,Vardhman Special Steels Limited,VSSL,VSSL.NS
1595,VST Industries Limited,VSTIND,VSTIND.NS
1596,V.S.T Tillers Tractors Limited,VSTTILLERS,VSTTILLERS.NS
1597,Vardhman Textiles Limited,VTL,VTL.NS
1598,VA Tech Wabag Limited,WABAG,WABAG.NS
1599,WABCO India Limited,WABCOINDIA,WABCOINDIA.NS
1600,Walchandnagar Industries Limited,WALCHANNAG,WALCHANNAG.NS
1601,Wanbury Limited,WANBURY,WANBURY.NS
1602,Waterbase Limited,WATERBASE,WATERBASE.NS
1603,Websol Energy System Limited,WEBELSOLAR,WEBELSOLAR.NS
1604,Weizmann Forex Limited,WEIZFOREX,WEIZFOREX.NS
1605,Weizmann Limited,WEIZMANIND,WEIZMANIND.NS
1606,Welspun Corp Limited,WELCORP,WELCORP.NS
1607,Welspun Enterprises Limited,WELENT,WELENT.NS
1608,Welspun Investments and Commercials Limited,WELINV,WELINV.NS
1609,Welspun India Limited,WELSPUNIND,WELSPUNIND.NS
1610,Wendt (India) Limited,WENDT,WENDT.NS
1611,Westlife Development Ltd,WESTLIFE,WESTLIFE.NS
1612,Wheels India Limited,WHEELS,WHEELS.NS
1613,Whirlpool of India Limited,WHIRLPOOL,WHIRLPOOL.NS
1614,Williamson Magor & Company Limited,WILLAMAGOR,WILLAMAGOR.NS
1615,Windsor Machines Limited,WINDMACHIN,WINDMACHIN.NS
1616,Winsome Yarns Limited,WINSOME,WINSOME.NS
1617,The Western India Plywoods Limited,WIPL,WIPL.NS
1618,Wipro Limited,WIPRO,WIPRO.NS
1619,Wockhardt Limited,WOCKPHARMA,WOCKPHARMA.NS
1620,Wonderla Holidays Limited,WONDERLA,WONDERLA.NS
1621,W S Industries (I) Limited,WSI,WSI.NS
1622,West Coast Paper Mills Limited,WSTCSTPAPR,WSTCSTPAPR.NS
1623,Xchanging Solutions Limited,XCHANGING,XCHANGING.NS
1624,Xelpmoc Design And Tech Limited,XELPMOC,XELPMOC.NS
1625,XL Energy Limited,XLENERGY,XLENERGY.NS
1626,Xpro India Limited,XPROINDIA,XPROINDIA.NS
1627,Yes Bank Limited,YESBANK,YESBANK.NS
1628,Zee Entertainment Enterprises Limited,ZEEL,ZEEL.NS
1629,Zee Learn Limited,ZEELEARN,ZEELEARN.NS
1630,Zee Media Corporation Limited,ZEEMEDIA,ZEEMEDIA.NS
1631,Zenith Birla (India) Limited,ZENITHBIR,ZENITHBIR.NS
1632,Zenith Exports Limited,ZENITHEXPO,ZENITHEXPO.NS
1633,Zensar Technologies Limited,ZENSARTECH,ZENSARTECH.NS
1634,Zen Technologies Limited,ZENTEC,ZENTEC.NS
1635,Zicom Electronic Security Systems Limited,ZICOM,ZICOM.NS
1636,Zodiac Clothing Company Limited,ZODIACLOTH,ZODIACLOTH.NS
1637,Zodiac JRD- MKJ Limited,ZODJRDMKJ,ZODJRDMKJ.NS
1638,Zota Health Care LImited,ZOTA,ZOTA.NS
1639,Zuari Agro Chemicals Limited,ZUARI,ZUARI.NS
1640,Zuari Global Limited,ZUARIGLOB,ZUARIGLOB.NS
1641,Zydus Wellness Limited,ZYDUSWELL,ZYDUSWELL.NS
