Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,24.002199172973633,24.002199172973633,24.002199172973633,24.002199172973633,24.002199172973633,0
2018-01-02,23.886699676513672,23.886699676513672,23.886699676513672,23.886699676513672,23.886699676513672,0
2018-01-03,23.962400436401367,23.962400436401367,23.962400436401367,23.962400436401367,23.962400436401367,0
2018-01-04,24.06920051574707,24.06920051574707,24.06920051574707,24.06920051574707,24.06920051574707,0
2018-01-05,24.26020050048828,24.26020050048828,24.26020050048828,24.26020050048828,24.26020050048828,0
2018-01-08,24.38249969482422,24.38249969482422,24.38249969482422,24.38249969482422,24.38249969482422,0
2018-01-09,24.388999938964844,24.388999938964844,24.388999938964844,24.388999938964844,24.388999938964844,0
2018-01-10,24.452699661254883,24.452699661254883,24.452699661254883,24.452699661254883,24.452699661254883,0
2018-01-11,24.44029998779297,24.44029998779297,24.44029998779297,24.44029998779297,24.44029998779297,0
2018-01-12,24.517900466918945,24.517900466918945,24.517900466918945,24.517900466918945,24.517900466918945,0
2018-01-15,24.54050064086914,24.54050064086914,24.54050064086914,24.54050064086914,24.54050064086914,0
2018-01-16,24.48979949951172,24.48979949951172,24.48979949951172,24.48979949951172,24.48979949951172,0
2018-01-17,24.565799713134766,24.565799713134766,24.565799713134766,24.565799713134766,24.565799713134766,0
2018-01-18,24.547800064086914,24.547800064086914,24.547800064086914,24.547800064086914,24.547800064086914,0
2018-01-19,24.680400848388672,24.680400848388672,24.680400848388672,24.680400848388672,24.680400848388672,0
2018-01-22,24.76449966430664,24.76449966430664,24.76449966430664,24.76449966430664,24.76449966430664,0
2018-01-23,24.896799087524414,24.896799087524414,24.896799087524414,24.896799087524414,24.896799087524414,0
2018-01-24,24.927900314331055,24.927900314331055,24.927900314331055,24.927900314331055,24.927900314331055,0
2018-01-25,24.883800506591797,24.883800506591797,24.883800506591797,24.883800506591797,24.883800506591797,0
2018-01-29,24.862899780273438,24.862899780273438,24.862899780273438,24.862899780273438,24.862899780273438,0
2018-01-30,24.75860023498535,24.75860023498535,24.75860023498535,24.75860023498535,24.75860023498535,0
2018-01-31,24.652599334716797,24.652599334716797,24.652599334716797,24.652599334716797,24.652599334716797,0
2018-02-01,24.61479949951172,24.61479949951172,24.61479949951172,24.61479949951172,24.61479949951172,0
2018-02-02,24.302600860595703,24.302600860595703,24.302600860595703,24.302600860595703,24.302600860595703,0
2018-02-05,23.944599151611328,23.944599151611328,23.944599151611328,23.944599151611328,23.944599151611328,0
2018-02-06,23.515499114990234,23.515499114990234,23.515499114990234,23.515499114990234,23.515499114990234,0
2018-02-07,23.752199172973633,23.752199172973633,23.752199172973633,23.752199172973633,23.752199172973633,0
2018-02-08,23.895299911499023,23.895299911499023,23.895299911499023,23.895299911499023,23.895299911499023,0
